Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num ADM,Num Acinar,Num Ductal_Amy_overexpr,Num Immune,Num Langerhans,Num Non_malignant_duct,Num Stroma,Num Stroma_periductal,Area µm^2,Perimeter µm,Num Stroma_Amy_leakage
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),4fad870f-e695-4ffb-9373-d9b6e0389b15,l_atrophy,l_atrophy,Image,Polygon,268.51,4092.6,2805,159,175,200,1275,397,110,404,85,462636.1,2903.5,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),8777530f-c793-49c9-9af2-5a437af2bdd8,e_atrophy,e_atrophy,Image,Polygon,1620.8,3885.3,5673,733,1214,542,1818,204,319,558,285,842304.9,3887.6,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),75a528b2-0816-4f83-8c82-908efe3c021c,e_atrophy,e_atrophy,Image,Polygon,2772.2,3900.6,8094,871,1349,773,2848,517,544,981,211,1222796.9,4709.4,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2f07df98-d7fc-4d3c-a2bc-6b84dcf9cd32,l_atrophy,l_atrophy,Image,Polygon,3585.9,3563,5593,450,558,228,2459,697,243,874,84,842226.5,5308.3,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7c148311-e3f2-4310-9aa3-64793bd87749,l_atrophy,l_atrophy,Image,Polygon,3439.4,2015.7,7170,283,288,200,3631,641,209,1551,367,1178991.3,5366.9,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),508f898b-56be-4fd1-987f-331c2b55ab5a,l_atrophy,l_atrophy,Image,Polygon,2671.9,1194.8,13427,889,1652,665,5487,1234,745,2071,684,2183657.7,8199.2,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),ad6231f9-176d-4d8c-8a09-3f36516f3861,e_atrophy,e_atrophy,Image,Polygon,1702.5,834.49,8171,925,1645,422,2597,693,532,1201,156,1252890.6,4963.4,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),d3bac4a9-79d8-4a0c-ac35-42a250fe78d2,Tumor,Tumor,Image,Geometry,36.04,328.04,0,0,0,0,0,0,0,0,0,2559.7,320.06,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),90cf4175-ae71-48cd-b56f-caca5326a99a,Acinar,Acinar,Image,Polygon,2850.4,3841.4,3,0,3,0,0,0,0,0,0,402.14,76.24,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),60b8d904-3257-45f1-a758-85221f4d291e,Acinar,Acinar,Image,Polygon,2980.2,3820.2,7,0,7,0,0,0,0,0,0,1070.9,121.54,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),ddcac821-fa61-4f5d-b1bc-f561360a4d9d,Acinar,Acinar,Image,Polygon,2975.5,4249.8,10,0,10,0,0,0,0,0,0,1143.5,135.95,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),b9f5b45d-b544-4588-a5fd-644056ecde7a,Acinar,Acinar,Image,Polygon,3121.6,4051.2,5,0,5,0,0,0,0,0,0,485.03,86.31,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),8395cb3a-3c5a-4327-b1bc-ae92345439ea,ADM,ADM,Image,Polygon,3210.2,4176.8,2,2,0,0,0,0,0,0,0,168.9,50.75,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),8a9caddb-875a-4173-82e8-f73f9910f87d,ADM,ADM,Image,Polygon,3174.3,4188.8,6,6,0,0,0,0,0,0,0,1227.3,154.33,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2708419e-852c-444d-a0c9-305c8da3d5c5,ADM,ADM,Image,Polygon,2562.7,4001.5,2,2,0,0,0,0,0,0,0,696.93,109.6,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),bcbe8db6-6234-47d5-948d-7122338a1c24,ADM,ADM,Image,Polygon,1253.2,2829.4,2,2,0,0,0,0,0,0,0,316.35,72.13,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),5416aaec-cb92-4e98-814c-cd4e28ef3bd3,ADM,ADM,Image,Polygon,1249.3,2847.4,2,2,0,0,0,0,0,0,0,150.91,48.96,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),dd7c66ea-9084-495a-98ac-2debd9c6c606,Acinar,Acinar,Image,Polygon,2404.1,1867,14,0,14,0,0,0,0,0,0,2009.6,201.54,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),181c78f6-980b-4865-bfcb-73a38257daff,Acinar,Acinar,Image,Polygon,2355.3,1890.7,5,0,5,0,0,0,0,0,0,537.7,91.45,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),86ffa9b7-d2af-4dfa-98f1-802a1d1dd37a,Acinar,Acinar,Image,Polygon,2465.4,2043.4,6,0,6,0,0,0,0,0,0,1284.8,150,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),62761f2d-d650-410a-b16b-1a55476b985a,Acinar,Acinar,Image,Polygon,1651.6,1283.3,7,0,7,0,0,0,0,0,0,1730.5,160.63,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),73952257-f02c-4c98-8b7c-c7cb6a6d6264,Acinar,Acinar,Image,Polygon,1595.1,1387.4,6,0,6,0,0,0,0,0,0,1549.8,155.23,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),86ea888c-5040-4d17-a7b9-48affe44c298,ADM,ADM,Image,Polygon,3755.8,1710.2,6,6,0,0,0,0,0,0,0,970.11,123.98,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7d8bd04e-6d64-40d6-9e36-dbd054138ffe,Acinar,Acinar,Image,Polygon,3272.9,974.5,4,0,4,0,0,0,0,0,0,542.22,86.59,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),30765a7c-12cf-4086-9ee7-f664b41e2b40,Acinar,Acinar,Image,Polygon,3255.2,1002.2,4,0,4,0,0,0,0,0,0,540.15,101.56,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),aeb08589-1977-48f7-b7d6-a3bed2cc2a10,Acinar,Acinar,Image,Polygon,2976,906.86,8,0,8,0,0,0,0,0,0,1477.1,167.2,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),f6d2cb06-f241-44f3-b044-d322680818b8,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2573.6,1091.9,8,0,0,0,0,0,8,0,0,1269.1,155.39,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),e52d1a98-f644-4eef-9817-a9d136b242c9,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2695.8,1128.8,5,0,0,0,0,0,5,0,0,685.37,96.09,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2ebeb738-67a6-4868-a38f-132c8cba5f9e,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2577.1,1474.6,12,0,0,0,0,0,12,0,0,1371.9,226.23,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7912ee1d-6fed-4143-8716-1096679ba159,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1746.3,1066.2,9,0,0,1,0,0,8,0,0,1506.6,186.59,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),8ace556c-6057-4a6a-a825-93ff3567713d,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1799.3,1009.5,1,0,0,0,0,0,1,0,0,288.87,64.36,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),1a35e61f-12a9-416d-8980-952ce0fca8b8,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1690.6,947.86,5,0,0,0,0,0,5,0,0,519.49,95.79,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),c71efb90-4ddd-4bd3-aff3-50a8ca2b5459,Non_malignant_duct,Non_malignant_duct,Image,Polygon,811.54,2098.7,7,0,0,0,0,0,7,0,0,723.85,135.42,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),17248660-ae09-4d85-9410-5549a89172ca,Non_malignant_duct,Non_malignant_duct,Image,Polygon,865.11,2161.8,4,0,0,0,0,0,4,0,0,629.35,94.88,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),febced47-a2fb-48f3-b48a-c20a39269412,Non_malignant_duct,Non_malignant_duct,Image,Polygon,923.51,2139.5,4,0,0,0,0,0,4,0,0,362.88,79.52,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),511de334-a2cf-4af3-91c0-357dce80d576,Non_malignant_duct,Non_malignant_duct,Image,Polygon,578.82,1858.8,6,0,0,0,0,0,6,0,0,748.04,117.28,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2e027c00-0793-4e2c-9c49-f60d4a0f3933,Non_malignant_duct,Non_malignant_duct,Image,Polygon,633.59,1924.1,2,0,0,0,0,0,2,0,0,180.13,50.51,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7ad65b09-eb66-4afd-8eab-bc9bb137786d,Non_malignant_duct,Non_malignant_duct,Image,Polygon,718.7,1460.6,15,0,0,0,1,0,14,0,0,1806.9,249.3,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),700b936b-3198-4429-9c31-1e4c2d8f9272,Langerhans,Langerhans,Image,Polygon,332.01,4089.2,129,0,0,0,6,123,0,0,0,18293.6,520.34,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),277e286e-a597-4e4c-a34c-f68a338cce76,Langerhans,Langerhans,Image,Polygon,3626.9,3923.4,272,1,0,0,22,249,0,0,0,39251.7,738.63,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),319ca9f7-97f7-4951-9428-9b501dc9d30c,Langerhans,Langerhans,Image,Polygon,3664.1,1931,124,0,0,0,5,119,0,0,0,17136.3,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),0b96223c-cd2e-4a8c-94d9-ab879939703f,Stroma,Stroma,Image,Polygon,1780.3,731.34,17,0,0,0,0,0,0,17,0,2286.8,291.31,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),28e8a273-ce99-49e7-8fc4-a971fcbb310f,Langerhans,Langerhans,Image,Polygon,963.36,971.23,69,0,0,0,4,65,0,0,0,9512.7,359.35,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),3ed93e9d-ae7a-47e7-86aa-ee5a57e40341,Stroma,Stroma,Image,Polygon,827.22,934.56,50,0,0,0,2,0,0,48,0,9780,410.92,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),99de3e8b-ae47-4917-8fb3-8e5690f451c2,Stroma,Stroma,Image,Polygon,983.64,823.07,39,0,0,0,9,0,0,30,0,7452.2,321.24,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),0f337924-f950-4932-a487-75602476a662,Stroma_periductal,Stroma_periductal,Image,Polygon,1152.8,899.8,78,0,0,0,7,0,0,1,70,11543.4,625.65,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),962a0c5d-bf69-42dc-b58a-35f55ec152b7,Stroma,Stroma,Image,Polygon,916.66,2428.2,64,0,0,0,1,0,0,63,0,13064.7,767.02,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),07f3a654-6a14-43cf-8490-5a9850cec0c9,Stroma_periductal,Stroma_periductal,Image,Polygon,842.14,1915.1,62,0,0,0,3,0,0,0,59,11254.8,493.86,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),ce09ca2a-d363-4ac4-913d-fef5a597c282,Stroma,Stroma,Image,Polygon,959.12,3939.2,257,0,0,0,19,0,0,238,0,37572,777.14,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),38562223-5291-4310-887b-d3456025a02e,ADM,ADM,Image,Polygon,886.68,3761.9,9,9,0,0,0,0,0,0,0,985.3,155.1,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),54fda76c-4fd4-4938-ad81-353e6f9b7c5f,ADM,ADM,Image,Polygon,876.69,3816,6,5,0,0,1,0,0,0,0,493.57,98.27,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),d84e30a7-eded-467b-aa67-24a1c517b029,ADM,ADM,Image,Polygon,970.05,3800.5,7,7,0,0,0,0,0,0,0,643.37,92.66,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),3ef6896e-f312-499c-9aed-bb0ab0247456,Stroma,Stroma,Image,Polygon,620.93,3943,92,0,0,0,4,0,0,88,0,16293.8,809.81,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),d282688c-df12-4d3e-8e8b-cad64fd6c9c9,Immune,Immune,Image,Polygon,15.44,3666.8,10,0,0,0,10,0,0,0,0,725.98,106.43,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),b6628906-2157-4daf-af85-8eefab43dd50,Stroma_periductal,Stroma_periductal,Image,Polygon,75.13,3885.6,36,0,0,0,4,1,0,0,31,6401.2,473.4,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),fbd5f003-e427-4279-b24d-c40eea707375,Immune,Immune,Image,Polygon,410.58,1171.1,659,0,0,0,659,0,0,0,0,71081.1,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),432154b2-ecff-4a8c-80da-5687877c4be3,Immune,Immune,Image,Polygon,434.76,1625.7,344,0,0,0,344,0,0,0,0,42036.2,837.36,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),e6e5165c-d409-46b1-ada2-db37ef23f3a0,Immune,Immune,Image,Polygon,202.59,2547.2,232,0,0,0,232,0,0,0,0,25132.6,623.92,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2f1ef636-0810-4492-b73f-88f0399260c0,Immune,Immune,Image,Polygon,3793.2,2037.3,407,0,0,0,406,1,0,0,0,51626.2,1180.9,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),1e58cc03-8cef-4e38-8a04-87c6690cd36a,ADM,ADM,Image,Polygon,3685.7,2131,5,5,0,0,0,0,0,0,0,439.34,82,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),a6cb15eb-5245-4479-a8cf-39eeee73413d,ADM,ADM,Image,Polygon,3726,2105.7,5,5,0,0,0,0,0,0,0,558.42,90.45,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),74bcea6d-f5e3-48c2-86b1-731540d1014b,Stroma_periductal,Stroma_periductal,Image,Polygon,3012.9,2340.1,89,0,0,0,11,1,0,1,76,13120.1,739.56,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7ce19c9a-b808-43ad-a8f1-1d36d21c21d3,Stroma_periductal,Stroma_periductal,Image,Polygon,2704.4,1783,69,0,0,0,5,0,0,0,64,9099.3,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),19d0a143-7945-4571-9391-3380f9ce0c2c,Acinar,Acinar,Image,Polygon,888.25,327.78,5,0,5,0,0,0,0,0,0,472.95,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),5b788c27-3b12-45b3-8e8a-9a8d1fa193db,Acinar,Acinar,Image,Polygon,684.86,434.62,10,0,9,0,1,0,0,0,0,1006,150,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),1b8ead75-fe91-459c-a6b2-1fc86ac3e459,ADM,ADM,Image,Polygon,663.95,427,2,2,0,0,0,0,0,0,0,188.5,54.7,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),7fbe233f-fb35-4984-ab8a-64b6715caa4e,ADM,ADM,Image,Polygon,650.65,459.11,4,3,0,0,0,1,0,0,0,279.6,67.4,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),82217751-1ce7-4478-adca-b9b3715e1cec,Acinar,Acinar,Image,Polygon,687.68,1327,2,0,2,0,0,0,0,0,0,206.27,70.14,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),eab4ec60-faa6-48eb-8132-fe07efcd1c0b,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,768.86,1890.6,22,0,0,22,0,0,0,0,0,4070,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),8788e7ea-49e0-4899-a85c-db304e90a4e6,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1171.5,2628.8,43,0,0,42,1,0,0,0,0,6886.1,468.77,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),f55f0f3b-b5df-4f13-b3fd-35a49e03c169,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1287.3,3355.2,24,0,0,24,0,0,0,0,0,5235.5,277.33,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),2a890dc2-8e75-4878-9346-d075dfc1ca3b,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1471.8,3597.5,48,0,0,48,0,0,0,0,0,7162.9,,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),c74a8b4c-cb44-436e-8023-0173e51a6cf7,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,2799.4,3258.4,45,0,0,45,0,0,0,0,0,8064.8,694.26,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),70e4e07c-cd66-43d8-93ba-dd2442c81a0f,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,3478.5,1729.1,38,0,0,38,0,0,0,0,0,7593.3,594.39,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),20ce5b17-951a-4bfd-af44-bf8f8161e0be,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1133,954.71,37,0,0,37,0,0,0,0,0,5812.8,278.82,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),1b18bb8d-628a-42db-b4dc-dd1bf6ec67e9,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,913.3,670.32,52,0,0,52,0,0,0,0,0,10016.5,503.38,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),f5ac08ad-0d49-418c-8aba-1b5890cf6983,Acinar,Acinar,Image,Polygon,876.75,575.07,3,0,3,0,0,0,0,0,0,360.7,73.24,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),db74ad54-1b81-491d-9082-c95d24dbb147,Acinar,Acinar,Image,Polygon,850.57,613.93,4,0,4,0,0,0,0,0,0,399.8,81.49,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),788bfd5c-9ad6-4f75-b599-8bc64318f136,Acinar,Acinar,Image,Polygon,868.87,520.23,5,0,5,0,0,0,0,0,0,602.65,109.36,
PKR18_K19amy_pd lobule_B.nd2 - PKR18_K19amy_pd lobule_B.nd2 (series 1),9dd3469f-1e27-4147-89e5-d454d9848dcb,ADM,ADM,Image,Polygon,675.7,146.42,9,8,1,0,0,0,0,0,0,1244.2,196.6,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),a8613d43-c11b-4946-9052-13de15ddf42b,Tumor,Tumor,Image,Geometry,571.79,912.13,0,0,0,0,0,0,0,0,0,515129.3,12094.3,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),076dafa5-83ed-472f-9bfe-922f968ea5b0,l_atrophy,l_atrophy,Image,Polygon,777.08,1055.5,1970,24,18,35,977,154,200,492,70,367168.6,2372,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),b54ca9ee-eea7-42dc-b121-4b4738c0e78e,e_atrophy,e_atrophy,Image,Polygon,1257.2,234.86,2481,88,226,152,1175,130,162,427,121,394710,2577.7,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),d95f2901-a9f8-44cd-99f3-6f617eed8710,e_atrophy_tu,e_atrophy_tu,Image,Polygon,2141.5,1525.4,12230,691,1295,478,4725,1106,656,2638,641,2127134.3,6150.4,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),7c73c631-7b41-411a-a7c0-94504287ff93,e_atrophy,e_atrophy,Image,Polygon,1088.1,2167.8,7112,565,714,463,3132,371,448,972,447,1180182.7,4439.7,
PKR18_K19amy_pd lobule_C (uncropped).nd2 - PKR18_K19amy_pd lobule_C (uncropped).nd2 (series 1),45c2292d-7b50-43f7-aefd-3601f833d238,l_atrophy,l_atrophy,Image,Polygon,2292.4,2649,3178,155,116,36,1982,281,87,378,143,530571,3310.4,
PKR67_K19-amy_pd lobule A.nd2 - PKR67_K19-amy_pd lobule A.nd2 (series 1),e469fb76-acd0-4b9d-adeb-92f6f0b7f970,e_atrophy,e_atrophy,Image,Polygon,936.03,1056.6,13188,2187,3934,1542,3252,337,430,1439,67,1795488.9,5141.8,
PKR67_K19-amy_pd lobule A.nd2 - PKR67_K19-amy_pd lobule A.nd2 (series 1),1a46097e-44d2-4e7f-8c1f-b90377749651,Tumor,Tumor,Image,Geometry,475.36,757.87,0,0,0,0,0,0,0,0,0,164079.6,8454.7,
PKR67_K19-amy_wp lobule A.nd2 - PKR67_K19-amy_wp lobule A.nd2 (series 1),3eec5680-b8b2-4fed-b671-84b0cd064ac4,e_atrophy_tu,e_atrophy_tu,Image,Polygon,972.4,1258,8649,1111,3264,387,2635,110,35,1104,3,1076227.7,4391.1,
PKR67_K19-amy_wp lobule A.nd2 - PKR67_K19-amy_wp lobule A.nd2 (series 1),43a3fe58-8c7c-49fe-b57a-6edff6e2035f,Tumor,Tumor,Image,Geometry,748.37,755.41,0,0,0,0,0,0,0,0,0,202635,9772.4,
PKR67_K19-amy_wp lobule B.nd2 - PKR67_K19-amy_wp lobule B.nd2 (series 1),4db6a66e-3c3b-40b2-8920-7baf651822cb,Preserved,Preserved,Image,Geometry,611.13,544.05,3464,521,2750,32,70,7,8,74,2,451841.1,3857.1,
PKR67_K19-amy_wp lobule B.nd2 - PKR67_K19-amy_wp lobule B.nd2 (series 1),29ba9bdd-cacd-4911-97b4-94c029a75486,Preserved,Preserved,Image,Polygon,689.74,1882.5,10809,965,8629,228,501,22,97,202,165,1406881.6,10374.3,
PKR67_K19-amy_wp lobule B.nd2 - PKR67_K19-amy_wp lobule B.nd2 (series 1),ef7c0733-ceb1-48a9-982c-126c057205a7,Preserved,Preserved,Image,Polygon,1595.1,161.33,2097,324,1403,88,157,2,50,29,44,249739.5,2374.8,
PKR67_K19-amy_wp lobule B.nd2 - PKR67_K19-amy_wp lobule B.nd2 (series 1),9ea35e2c-9d21-4761-84a8-682f10542364,Preserved,Preserved,Image,Polygon,1422.4,1087,8941,1071,6577,278,422,24,154,339,76,1171877,9178.2,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),54460188-2842-4d0b-9d7d-e8d363df85b0,Tumor,Tumor,Image,Geometry,1518.4,1171.5,0,0,0,0,0,0,0,0,0,182808.9,5326.9,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),338e823f-2d0b-4646-9429-030efaa4289c,e_atrophy_tu,e_atrophy_tu,Image,Polygon,666.19,928.58,5368,945,19,1526,1373,1109,0,10,386,767328.6,4374.8,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),3d76a326-0084-4c04-98d3-fff5507454f4,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1065,409.88,4708,767,11,1130,1473,916,0,15,396,693839.7,3255.9,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),e37e14cc-b294-4f32-af3b-483e2db315fd,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1868.7,864.45,6581,998,14,1897,2000,971,1,25,675,1052214.8,5088.1,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),e8d721ca-7784-4511-98c2-eea22729d8f6,e_atrophy_tu,e_atrophy_tu,Image,Polygon,1490.2,1838.1,5899,1044,23,1428,1633,1315,3,12,441,831694,4049.5,
PKR51_K19-amy_ADM_pd lobule 2.nd2 - PKR51_K19-amy_ADM_pd lobule 2.nd2 (series 1),cdd5be29-ad3c-42e7-a1df-35e31a05b1d3,e_atrophy,e_atrophy,Image,Geometry,452,1640,6637,997,33,1988,1306,1938,0,8,367,904494.7,4945.5,
