Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num points	Area µm^2	Perimeter µm
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	22dc7422-2fa3-47d7-b98b-0b1999bb486b	fibroblasts	fibroblasts	lobe 1	Points	31413.4	14644.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	53d2bedc-0ab5-42c6-aff8-d198e2283b92	fibroblasts	fibroblasts	lobe 1	Points	31414.5	14654.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	be141642-2760-402d-ac07-18fbd8ca85e8	fibroblasts	fibroblasts	lobe 1	Points	31415.4	14719.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6a776860-f84d-446f-b317-ba50d45d3a16	fibroblasts	fibroblasts	lobe 1	Points	31416.4	14753.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4f862e77-e00a-496a-b951-5b67e1114514	fibroblasts	fibroblasts	lobe 1	Points	31417.2	14560.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	42590fbe-fc6d-4878-8d7c-7c6727507687	fibroblasts	fibroblasts	lobe 1	Points	31418.8	14743.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	de5a0986-838c-40d1-bce2-da52576e5f5f	fibroblasts	fibroblasts	lobe 1	Points	31419.1	14736.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b27af65f-17a1-4bee-9f57-712e2ef013b4	fibroblasts	fibroblasts	lobe 1	Points	31424.6	14550	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cb1f2dfc-be55-466a-9385-969f8d40efe3	fibroblasts	fibroblasts	lobe 1	Points	31427	14685.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	05ebcd7c-821d-40a4-b324-90b87cfedfde	fibroblasts	fibroblasts	lobe 1	Points	31429.4	14675.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bc6174fe-4f29-4e52-b3c4-db2e93a50ee7	fibroblasts	fibroblasts	lobe 1	Points	31429.9	14693.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bc9a1347-3e46-468e-a601-3bb80b7fa2f6	fibroblasts	fibroblasts	lobe 1	Points	31430.9	14662.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5763e003-94a6-4777-aca4-224d3c78bfda	fibroblasts	fibroblasts	lobe 1	Points	31431.4	14703.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d61cba4c-86d2-4e08-8c3f-744ce808bc2e	fibroblasts	fibroblasts	lobe 1	Points	31431.5	14535.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	67dae371-e5c0-46ca-9bb7-56be03b560a7	fibroblasts	fibroblasts	lobe 1	Points	31432.4	14669.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	44198385-385b-4d90-ba77-b6642b8fbed8	fibroblasts	fibroblasts	lobe 1	Points	31433.8	14712.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ae40941a-cfed-4815-ba37-b757b9af3c94	fibroblasts	fibroblasts	lobe 1	Points	31437.7	14733.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	51d55fce-523e-4ddf-8b13-cc2e9b807d19	fibroblasts	fibroblasts	lobe 1	Points	31438.7	14718.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9b415aee-79bf-4ebd-b9bc-87b28bd1c654	fibroblasts	fibroblasts	lobe 1	Points	31445.8	14722.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0875643e-9a2e-436d-906c-24348fc9aa89	fibroblasts	fibroblasts	lobe 1	Points	31449.7	14537.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a2876bc6-a907-432a-a51a-b5826469faa5	fibroblasts	fibroblasts	lobe 1	Points	31450.8	14746.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	185f1a6f-d32e-46fc-b874-28b42fbd8246	fibroblasts	fibroblasts	lobe 1	Points	31465.2	14534.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f9a12ae9-694d-41ed-906b-1b36d7abba72	fibroblasts	fibroblasts	lobe 1	Points	31469.7	14736.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	86bbb08e-5bb0-41fd-91f6-c6ef4cca6785	fibroblasts	fibroblasts	lobe 1	Points	31479.4	14737.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	62b7c508-bff5-40dd-8278-b173ff5aa749	fibroblasts	fibroblasts	lobe 1	Points	31489.3	14534.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e4ca974d-4274-4784-8338-15d458319cfc	fibroblasts	fibroblasts	lobe 1	Points	31497.3	14531.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e102bfe9-a2eb-4704-bfd4-69cdd2353135	fibroblasts	fibroblasts	lobe 1	Points	31498.2	14733.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	afe0ed82-a477-40f0-ba2c-4c2814a6a948	fibroblasts	fibroblasts	lobe 1	Points	31506.9	14528.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	487658af-594f-4eb9-8ac8-c3ad485bd183	fibroblasts	fibroblasts	lobe 1	Points	31507.8	14732.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	55b8ffee-915a-4a79-a4ed-50bae7de410f	fibroblasts	fibroblasts	lobe 1	Points	31522.8	14524.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8605f71b-aaa7-4ebf-94fc-f204669de2f1	fibroblasts	fibroblasts	lobe 1	Points	31538.9	14735.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e14e4d00-99a5-40e8-84e6-ea7662d6ec64	fibroblasts	fibroblasts	lobe 1	Points	31550.1	14519	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	94866515-1b6c-4d84-986f-a3ff286244f6	fibroblasts	fibroblasts	lobe 1	Points	31554.4	14514.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4f95b30f-5764-4ee9-a545-990703740349	fibroblasts	fibroblasts	lobe 1	Points	31562.1	14510.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	21d4ec03-010a-456e-bed8-87f523499241	fibroblasts	fibroblasts	lobe 1	Points	31574.1	14511.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f7a95904-0cec-4ea9-8da0-a42df0e239bd	fibroblasts	fibroblasts	lobe 1	Points	31588.1	14510.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	feda459f-c87e-4338-81f7-3d7fa5ea90fc	fibroblasts	fibroblasts	lobe 1	Points	31599	14515.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bddc180c-5ec0-45ef-9604-38732f9c5dab	fibroblasts	fibroblasts	lobe 1	Points	31619.1	14520.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	cc4dcfd9-6ae0-457b-8a34-839af1062644	fibroblasts	fibroblasts	lobe 1	Points	31625.2	14527.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	56fe3572-3ac8-467f-bb06-94dcae101692	fibroblasts	fibroblasts	lobe 1	Points	31632.4	14531.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	169a663d-cf6d-4be6-af83-096d0737a835	fibroblasts	fibroblasts	lobe 1	Points	31643	14542	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	72743812-27ec-4669-8427-86797b8ac453	fibroblasts	fibroblasts	lobe 1	Points	31652.2	14542.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	53252812-5b7c-4745-8d49-1efb397a00d7	fibroblasts	fibroblasts	lobe 1	Points	31652.6	14660.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	58bc84a7-d2fe-49a8-9fa1-9b52e87bdfaa	fibroblasts	fibroblasts	lobe 1	Points	31659.5	14653.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f0e32d6a-79fc-4ede-9c21-a5d0283607a3	fibroblasts	fibroblasts	lobe 1	Points	31665	14552.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	7af41f7f-deed-4efc-bfd2-d3ca1676ebc6	fibroblasts	fibroblasts	lobe 1	Points	31668.7	14646.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	64fa35a2-04db-4dd9-ba1f-9f18ae12d620	fibroblasts	fibroblasts	lobe 1	Points	31677.2	14635	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	414d0f27-5258-4269-9c81-f7d7010c71e7	fibroblasts	fibroblasts	lobe 1	Points	31677.3	14572.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8b46959f-c719-42ae-b281-a4058a860ff9	fibroblasts	fibroblasts	lobe 1	Points	31679	14563.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0bb3f047-8019-4416-ad56-80c4d7d22433	fibroblasts	fibroblasts	lobe 1	Points	31680.9	14577.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bc30f66b-c531-4d55-9517-808c486f1860	fibroblasts	fibroblasts	lobe 1	Points	31681.1	14623.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f512cee5-4e89-4441-82fb-f59b01643d84	fibroblasts	fibroblasts	lobe 1	Points	31685.9	14583.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	87ac6b1f-ff7b-494a-a8d0-22a6747319e2	fibroblasts	fibroblasts	lobe 1	Points	31686	14590.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	11989cd0-70cc-4df5-8af8-bcf6915fb2e6	fibroblasts	fibroblasts	lobe 1	Points	31686.6	14614.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0a60e876-40e8-44b1-8f94-0284582980de	fibroblasts	fibroblasts	lobe 1	Points	31688.9	14606.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5499ef5a-9b1e-496b-9ed3-121c6609cc79	Tumor	Tumor	lobe 1	Geometry	31537.5	14622.1		49900.9	881.33
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a12ab797-684d-454a-8a1b-382768d2ffee	Tumor	Tumor	lobe 1	Polygon	31369.8	14734.2		9691	506.76
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	68426536-cbcb-4dc4-9e58-93637a5333e6	Tumor	Tumor	lobe 1	Polygon	31351	14645.7		1416.9	165.19
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f9708ae0-7ec7-4ae9-a0fd-09d28961f801	Tumor	Tumor	lobe 1	Polygon	31292.1	14689.4		865.6	106.52
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e7fb9a68-48e2-457b-8e4f-2956555df597	Tumor	Tumor	lobe 1	Polygon	31289.7	14895.8		484.56	91.94
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	fab5469c-f1ef-4d29-aa31-0131d8846413	Tumor	Tumor	lobe 1	Polygon	30519.4	15283.8		255.03	61.68
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ed9b0c76-37ed-4886-81d7-e6dd95cb6ac2	Tumor	Tumor	lobe 1	Polygon	30674.4	15231.1		277.34	72.95
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2f191e5e-9545-4140-803c-d091e3ffed53	Tumor	Tumor	lobe 1	Polygon	30672.7	15259.6		242.63	107.84
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	63411923-248d-43bf-a038-8740593a259b	lobe 3	lobe 3	Image	Polygon	35629.8	13348.9		3116273.9	7550.4
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	db6676bf-6076-4a6f-9232-da19cfa17b11	fibroblasts	fibroblasts	lobe 3	Points	35719.3	13131.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bef97724-c973-4669-a908-dbc1ab4db5d3	fibroblasts	fibroblasts	lobe 3	Points	35738	13123.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	85472d7d-6597-4cbd-a34e-e9909d79a0b6	fibroblasts	fibroblasts	lobe 3	Points	35763.1	13114.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d7c58285-7211-4aa0-b136-6eaa9d8bc85b	fibroblasts	fibroblasts	lobe 3	Points	35844.3	12955.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d0c7dbe8-a46f-40ec-83c9-c59ac5fed9c8	small vessels	small vessels	lobe 3	Points	35587.3	14342.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	baaab797-8c6c-4de2-bb74-cec60f0556b5	fibroblasts	fibroblasts	lobe 3	Points	35792	13092.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b442e176-0a48-4138-af3b-757225b4c6fe	small vessels	small vessels	lobe 3	Points	35469.6	14498	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ea8eea68-008b-42c1-a147-4f13e8228c61	fibroblasts	fibroblasts	lobe 3	Points	35780.9	13100.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b3ca073f-2f06-47bf-a37d-032e64e15aa5	small vessels	small vessels	lobe 3	Points	35586.1	14327.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	55b25ee0-49c3-4736-bb58-b0397889185a	small vessels	small vessels	lobe 3	Points	35597.2	14350.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c8d501b6-91b4-4023-8212-eec1840fd933	small vessels	small vessels	lobe 3	Points	35606.4	14360.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3412e802-2093-4cc7-909d-030ddce278f6	small vessels	small vessels	lobe 3	Points	35600.8	14377.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	eda28ff9-dbf2-49b1-9d4d-c2ec0934df82	small vessels	small vessels	lobe 3	Points	35599.6	14387	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	abbe2410-ba3f-4a59-aa65-3daf2a13b59b	small vessels	small vessels	lobe 3	Points	35594.5	14394	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	459f4f85-f400-4356-a840-d2c5064fd800	small vessels	small vessels	lobe 3	Points	35586.4	14403.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d6837ed9-c8b0-42c6-a17b-fd8c321fb3c3	small vessels	small vessels	lobe 3	Points	35586.1	14415.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	5432b111-dd5e-46ba-9b76-926f80571d1b	small vessels	small vessels	lobe 3	Points	35580.8	14418.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ba91ab87-55e6-4156-a59b-731cb5d69aff	small vessels	small vessels	lobe 3	Points	35579.4	14426.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4110dae3-3d96-4501-9df7-426b7c2a8a96	small vessels	small vessels	lobe 3	Points	35576	14430.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ec4d3613-0f2f-4408-8ab6-25b7ef0cbb15	small vessels	small vessels	lobe 3	Points	35568.8	14440.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	456adc6b-61ea-403e-af2e-62c988e3429b	small vessels	small vessels	lobe 3	Points	35562	14446.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6b776d95-aeb5-4734-85f5-74a948b41cce	small vessels	small vessels	lobe 3	Points	35559.9	14454.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f692c90e-86ef-4cbb-bcc4-6eb17fdbe38f	small vessels	small vessels	lobe 3	Points	35552.5	14457.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	87c887a2-ac18-4753-aabc-c2329cf11293	small vessels	small vessels	lobe 3	Points	35544.6	14465.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	53f79c80-e9fc-477a-a9c1-64ca02381ab2	small vessels	small vessels	lobe 3	Points	35519.6	14480.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c38722dc-a1a0-4b69-ae53-3d8690bc21aa	small vessels	small vessels	lobe 3	Points	35501.3	14489.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	bd5e96bc-bb8e-435c-ac01-30f2fda389c4	small vessels	small vessels	lobe 3	Points	35483.6	14495.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e100eca2-7e64-417a-be4f-9849da92dc11	small vessels	small vessels	lobe 3	Points	35493.1	14489.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9c0c2304-f032-47b6-8a05-5f1870b04778	small vessels	small vessels	lobe 3	Points	35736.5	13317.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	0a663eea-cc04-4d6f-a2ce-ec1fac4b5c37	small vessels	small vessels	lobe 3	Points	35723	13320.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	dd4c021d-2dcf-40c4-bacd-d03082017857	small vessels	small vessels	lobe 3	Points	35716.2	13316.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1dd07cf1-9633-423c-94e8-a156a0b8e04d	small vessels	small vessels	lobe 3	Points	35705	13315.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	49faa560-c224-4ae5-8655-120406e990f8	small vessels	small vessels	lobe 3	Points	35675.3	13245.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d999c9f1-451b-480d-b760-3a62ac279437	small vessels	small vessels	lobe 3	Points	35675.7	13241.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3590c246-f894-43ca-a7e7-e844ccb1061b	small vessels	small vessels	lobe 3	Points	35790.9	13253.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ee699ff5-853b-4e9b-8abf-8981af24ccb6	small vessels	small vessels	lobe 3	Points	35772	13185.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9ed43697-f557-4e95-b617-652ceaebbad1	small vessels	small vessels	lobe 3	Points	35627.3	12930.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2751a50a-6efa-4dd6-8402-8a03d9cfea8c	small vessels	small vessels	lobe 3	Points	35853.8	13028.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4c9004c6-e7d3-42f7-b5db-7d5bbbefb328	acinar	acinar	lobe 3	Points	35713.2	14307.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	70b9db35-43a2-4283-a682-cc645fdc9d96	acinar	acinar	lobe 3	Points	35689	13306.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	846a088e-2644-41c1-b7cf-62875e36408b	acinar	acinar	lobe 3	Points	35682	13293.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ed957df4-c121-441b-950d-efeb7c4c6ca0	acinar	acinar	lobe 3	Points	35674.1	13269.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	7cdad913-3ba9-45aa-a6e0-fb6b854c51b3	acinar	acinar	lobe 3	Points	35673.7	13260.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9dcaafdb-ebed-4612-97bf-faea0560393e	fibroblasts	fibroblasts	lobe 3	Points	35443	14466.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	4c0ef679-89d3-4d9e-9b8b-fde53cbc7f29	fibroblasts	fibroblasts	lobe 3	Points	35443.5	14442.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6dd7c099-d27c-4c0f-a1a6-17e275f3021c	fibroblasts	fibroblasts	lobe 3	Points	35445.3	14455.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	39dc45fc-8c39-433d-a9ad-31e993c8c94c	fibroblasts	fibroblasts	lobe 3	Points	35446.3	14425.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f74b453d-ecb0-476f-9705-1672a4ae3278	fibroblasts	fibroblasts	lobe 3	Points	35446.5	14489.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e2f0dfb0-544b-4a68-a4fa-e771ef63578f	fibroblasts	fibroblasts	lobe 3	Points	35449.6	14412.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	d5738b24-dd53-470d-abf3-5f3b8f54c4a6	fibroblasts	fibroblasts	lobe 3	Points	35451	14403.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	83f66eb2-e8b5-4bcc-9bb4-d3823dd14f1c	fibroblasts	fibroblasts	lobe 3	Points	35458.1	14391	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2514fca6-93a6-4c3d-b511-6b9936f904cb	fibroblasts	fibroblasts	lobe 3	Points	35460.9	14384	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	af2b2cd7-cbec-4d31-80a7-922e7f33a643	fibroblasts	fibroblasts	lobe 3	Points	35469	14373.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	057ab79a-37a7-427f-9274-027f9244077a	fibroblasts	fibroblasts	lobe 3	Points	35473.7	14368.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	32e42529-2b5a-495c-81d7-f170c3fe57f1	fibroblasts	fibroblasts	lobe 3	Points	35476.4	14363.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	754d2e24-1922-46ef-a002-7f583341be32	fibroblasts	fibroblasts	lobe 3	Points	35480.6	14355.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3c61d9ce-377b-4b85-9aae-3ce3e06938ea	fibroblasts	fibroblasts	lobe 3	Points	35487.3	14349.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	8485c71e-c0df-43b4-b6a6-f4e168f3915f	fibroblasts	fibroblasts	lobe 3	Points	35494.3	14346.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	3c35dc8a-1e8b-43b2-a8be-d0bec3d2e1e4	fibroblasts	fibroblasts	lobe 3	Points	35498.7	14340	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	20699b10-6dd6-4016-acdb-0aa17a9328fa	fibroblasts	fibroblasts	lobe 3	Points	35504.6	14334.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f017f244-dc4f-4e7e-8ed8-f3c67391d930	fibroblasts	fibroblasts	lobe 3	Points	35512	14485.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	845dc2a8-eba2-4229-adbb-5891b642bd91	fibroblasts	fibroblasts	lobe 3	Points	35514.3	14331.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	334f87d9-446b-4d62-af3a-0de66a977b9f	fibroblasts	fibroblasts	lobe 3	Points	35523.3	14328.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9d1d4992-620b-4bed-a0da-a4fc546b2ed1	fibroblasts	fibroblasts	lobe 3	Points	35529.2	14478.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1b1bf457-d642-48b9-b04e-177fd601e891	fibroblasts	fibroblasts	lobe 3	Points	35531.3	14475.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1fde9a21-ff1f-4e14-aaad-0827d8fb3ea8	fibroblasts	fibroblasts	lobe 3	Points	35535.6	14325.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	206e8c46-e395-447e-902d-dca35e4c3995	fibroblasts	fibroblasts	lobe 3	Points	35542.4	14326.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	00b7af1a-770d-423c-b525-ef9ad3dc4c58	fibroblasts	fibroblasts	lobe 3	Points	35553.9	14327.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ee0ad38f-d089-42d5-a7ad-eb27a175142b	fibroblasts	fibroblasts	lobe 3	Points	35563.2	14323.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	14885e0a-3f84-4450-9ea5-79833dfd4068	fibroblasts	fibroblasts	lobe 3	Points	35574.8	14317.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	1b4f3633-4898-4c69-a1d2-d336b93dbe1a	fibroblasts	fibroblasts	lobe 3	Points	35608.7	14461.7	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	2acb980f-a484-44ae-8bb7-38571cc39578	fibroblasts	fibroblasts	lobe 3	Points	35616.2	14453.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	b2556324-9608-498e-a944-294d00176b9a	fibroblasts	fibroblasts	lobe 3	Points	35622.2	14437.4	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	c7d95deb-6bd3-42ed-b047-9c64c7f184aa	fibroblasts	fibroblasts	lobe 3	Points	35628.6	12955.1	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	78497d5d-f963-4ee9-93d0-c5fc2bf4ed26	fibroblasts	fibroblasts	lobe 3	Points	35630.3	12924.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	44c63823-dfa2-4144-b7c7-016e1b517955	fibroblasts	fibroblasts	lobe 3	Points	35630.6	12960.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	95971658-55e1-4665-8289-2834ae386802	fibroblasts	fibroblasts	lobe 3	Points	35631.2	12968	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	13887f62-13e9-473f-8dba-a1722bd8c0c9	fibroblasts	fibroblasts	lobe 3	Points	35632.3	12983.5	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	ca3aa39c-f15f-4954-bbea-fe5fa9fd78aa	fibroblasts	fibroblasts	lobe 3	Points	35632.7	12922.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	6f7b94e5-1649-48a2-a75a-c94c229cde02	fibroblasts	fibroblasts	lobe 3	Points	35632.8	12918.3	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f35081a3-948e-40ea-81f9-b131b271c264	fibroblasts	fibroblasts	lobe 3	Points	35635.7	12993.6	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	9ed09add-fac6-4d2b-9d1f-f6b114a2f76c	fibroblasts	fibroblasts	lobe 3	Points	35635.9	12909.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	211873c1-5caf-4cc5-9508-f47dbce1cdee	fibroblasts	fibroblasts	lobe 3	Points	35639.5	12901.2	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	a2708e5a-25dc-41c1-be43-a17537d9b4dd	fibroblasts	fibroblasts	lobe 3	Points	35640.9	13001.9	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	e692ab60-9db9-45f2-be06-9626690a2f4e	fibroblasts	fibroblasts	lobe 3	Points	35644.8	13008.8	1		
PKR-51-CD146_NGFR_manual_pins_new_rois.ndpi	f392f3da-ac28-4a7a-99f1-f447e1a0787b	fibroblasts	fibroblasts	lobe 3	Points	35649.8	13017.2	1		
