Image,Class,Area µm^2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10449.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2290.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5607.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,924.38
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6247.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2480.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4202.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1140.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1140.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1140.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2420.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6688.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3441.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,55968.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6128.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5202.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11848.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7706.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12656.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3162.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12458
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8592.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,10043.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,5167.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,11515.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,15310.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,55428.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,1140.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3244
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11082.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12814.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,22127.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,29691.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3113.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1455.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,555.56
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,555.56
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5991
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1242
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1475.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,192986.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,21407.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,14217.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,13120.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2045.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2045.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4279.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2922.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,16549.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,6510.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,22299.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,24151.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,6504.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3792
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9733.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,17229.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,21094.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,40189.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,45851.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11051.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5047.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,17129.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,37150.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4334.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10077.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10970.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3645.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2464.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9065.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2296.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,4422
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,27421.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,76627.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,39973.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3130.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2049.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3127.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,8579.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3187.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12928.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1572
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1572
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1572
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4446
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1971
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1268
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7649.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2248.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2248.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,47633.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,5299.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,2025.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2727.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,785.49
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1898.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,800.87
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,14879.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8294.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10537.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1038.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3027.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,39884.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,14540.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2844.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11874.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10366.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2650.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,32458.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,62814.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3401
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2745.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2756.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,999.16
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,7289.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5041.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1193.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1226.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2550.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1716.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1968
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,4160.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,1478.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6005.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4510.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,24361.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5368.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6375.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4095.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,16291.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9836.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1838.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3966.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,28514.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,29056.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8460.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,24247.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12806.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4651.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1142.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11761.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1269
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2722.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3842
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5359.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,694.34
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4319.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12481.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8381.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5483.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1920.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4736.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,45638.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12357.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6035.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10385
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,29443.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8590
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,4071.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,2254.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3796.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,7656.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,547.92
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,10306.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3530.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6581.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2161
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9313.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4039.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10156.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,12117.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11459.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,16578.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9067.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2307.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3839.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,32744.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2025.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,13331
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5899
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6217.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,13586.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,34080.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,13083.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,11023.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3351.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1919.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2707
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3068.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,4637.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5349
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2744.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6475.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3859.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10460.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3699.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,31987.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,10765
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,1249.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,1477.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,912.62
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,25008.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5534.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4615
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,34662.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,52453
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1218.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11934.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,4817.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,2045.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,3545.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,6135.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3131.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,4049.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2582.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,6265.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,2333.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,1963.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,4353
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1382
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1382
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3190.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1354.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2531.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,835.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1804.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7721.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1645.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3094.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2733
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9493.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3227.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2085.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2710.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,770.74
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1608.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2098
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2614
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,41603.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor lobular acinar invasion,6326.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5737.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3513.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1923.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1980.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2060.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,1610.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6282
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5301.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3480.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3431.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5071.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4492.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2357.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1652.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,1745.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4969.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2039.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3456.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3116.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2017
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,6020.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,4272.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2303.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,7834.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,2969.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,4162
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,7295.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,23127.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,26869.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,14224.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,7519.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,7311
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,14203.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,13470
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,42064.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,112714.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,3794.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,66616.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,63991.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,12796.1
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,11087.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,11087.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,230778.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,97076.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,21739.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,50224.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,16378.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,16340.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,81411.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5746.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5746.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5746.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5746.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,40777.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,26593.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5746.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,23290.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,20129.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,26639.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,16806.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,12497.3
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,5483.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,7237.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor other invasion,13044
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7769.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8746
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7597.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,7597.4
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,17668.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,27977.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4798.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4798.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,11144.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,10336.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4798.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,4798.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2712.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2712.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,16434.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3360.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3360.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,3360.9
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5993.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5993.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5993.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,6146.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5993.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,9582
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,8145
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5993.6
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2949.5
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2261.2
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,2216.7
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,5985.8
PKR-24-p53_cd34_cald_maspin.ndpi,Tumor stromal invasion,15136.9
