Image,Object ID,Name,Class,Parent,ROI,Nucleus: P53 mean,Nucleus: P53 sum,Cell: ASMA mean,Cell: NGFR mean,Cell: PDGFRa mean,Cell: CD74 mean,Cell: Vimentin mean,Nucleus/Cell area ratio
PKR-16_Vimcell,73b129fe-f5ed-4ed7-bdd8-d95e4837ae1e,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.3897,189,42.4876,2.2795,14.4818,40.7016,93.1587,0.1906
PKR-16_Vimcell,545e2b62-b543-4980-84c9-d952e14f2c6f,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.337,123,77.2553,0.5608,21.7614,51.9164,64.2812,0.1312
PKR-16_Vimcell,5bbf93d4-549e-46af-aa21-de1e107cdd62,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.3077,16,67.8679,1.7574,249.6038,55.2857,54.6092,0.1303
PKR-16_Vimcell,e1d94b61-139b-4542-843d-e557763327cb,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.744,93,25.9011,2.5946,38.6205,13.0247,36.2806,0.1459
PKR-16_Vimcell,f7ccf3b0-4fe8-49e3-b288-e396184b72bf,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,14.4294,4805,68.0249,4.1732,270.7866,15.2149,117.3596,0.2404
PKR-16_Vimcell,32e69a1c-03ef-433a-b6ad-13946bc864cd,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.2333,74,9.0781,2.0737,17.9397,81.442,92.8862,0.1243
PKR-16_Vimcell,f9561ace-78b5-4ab4-9df6-268ab1dc2e6b,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.1122,11,38.2391,0.5305,25.6126,87.3909,61.4817,0.1617
PKR-16_Vimcell,c6267402-6245-4a66-b167-b2707f747ce6,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,5.6379,654,43.5972,1.511,8.3527,11.8277,162.3848,0.2255
PKR-16_Vimcell,97326539-f46b-4938-9e92-408bec9efe94,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.3016,19,83.3275,0.2928,48.0116,54.7159,64.687,0.1678
PKR-16_Vimcell,fc02ed4f-054c-4930-9577-d0da9a6b6b2c,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.8837,38,84.0412,2.3638,68.4021,39.8571,48.0383,0.0578
PKR-16_Vimcell,a8688bbf-e604-4406-b6b6-019f5a5a3ffc,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,13.8241,1493,56.4352,5.1865,18.6917,10,67.1891,0.1364
PKR-16_Vimcell,9cd861c4-6180-4e78-a052-2d6a1ddaf6e2,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.7162,127,147.1026,0.6393,57.8752,0.9419,55.0427,0.1204
PKR-16_Vimcell,a2775683-d821-44c2-bf9b-d2df215b5f14,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_pos: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.9512,78,43.1134,2.1215,18.8165,92.5897,107.3536,0.1042
PKR-16_Vimcell,0470ffbd-3815-46b1-9fd0-ed4285b2a99a,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.7005,803,129.9061,3.1123,66.0982,2.5614,77.1386,0.186
PKR-16_Vimcell,839994cd-f0ba-41e5-9a8e-fedb86c01e4e,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.4821,83,41.522,2.6208,11.3616,52.8166,88.8078,0.0909
PKR-16_Vimcell,48516369-9975-4d3f-83d8-ae539a7959eb,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.0612,12,44.4555,0.5563,10.3173,60.4877,28.5359,0.2073
PKR-16_Vimcell,233ddb2e-1f3b-417e-9f42-b356ddff639c,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_pos: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.7982,410,28.6182,0.4069,15.2061,103.4082,19.8362,0.2972
PKR-16_Vimcell,5a9d652e-2093-4f51-8bc8-d90833bee76d,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,7.8618,967,90.1503,0.8765,13.5225,1.3873,21.1469,0.2
PKR-16_Vimcell,339fd7ba-4538-404b-bf82-6dc0db11bf01,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.0485,338,72.2682,0.5474,7.2263,12.6694,9.7024,0.1195
PKR-16_Vimcell,69de187c-ac20-4500-a717-6b9d66cebcb5,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,3.869,325,71.9702,0.8964,87.1884,13.8414,47.1727,0.1283
PKR-16_Vimcell,3daba238-6c3f-42ff-98b1-1136b70d555f,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,21.5082,1312,69.0696,0.7029,31.5203,19.7478,31.3841,0.074
PKR-16_Vimcell,839d70e4-96cd-4405-ba22-78b500a4fd39,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.5625,75,60.9978,2.6086,35.2172,68.5914,259.2624,0.0935
PKR-16_Vimcell,f0744325-2786-4839-b861-ea87134357d6,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,2.3083,277,9.5777,4.7342,114.6409,5.1415,137.8339,0.1219
PKR-16_Vimcell,97dea557-c4b1-41e0-9aed-2d2095628a62,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,8.0377,1921,105.087,0.5153,15.1562,14.6538,42.6683,0.1903
PKR-16_Vimcell,1ffae1e4-4d01-4917-8030-051fb021f462,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.381,142,73.1636,1.1055,13.5567,9.8153,72.7414,0.101
PKR-16_Vimcell,6d63b8ed-e41a-4915-9f38-a894d8bdbf16,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,15.4,924,27.7105,2.2855,16.508,57.4946,198.693,0.0724
PKR-16_Vimcell,3b9a689f-87b1-4416-8477-a3e1326e4f6d,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.5424,32,83.0052,0.3655,4.0809,1.8956,15.6997,0.1386
PKR-16_Vimcell,6e4a18a8-a343-4859-9cd1-b26eea33825f,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.6491,94,19.374,5.0669,329.6476,24.2382,324.9272,0.102
PKR-16_Vimcell,5c0fc3f1-86b3-400e-bc7c-c45f6101d22b,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,3.3846,792,58.174,2.3511,48.8351,1.6931,183.7557,0.1739
PKR-16_Vimcell,ee355977-33c1-446c-a9d3-bf8a31562186,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.1475,131,128.7924,2.4472,20.3019,2.0189,43.1736,0.0964
PKR-16_Vimcell,502ddde1-bc7e-46fa-a4c8-412fd03b9cd1,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.3043,152,148.7656,1.3719,23.4844,5.1219,72.125,0.126
PKR-16_Vimcell,f627fa4b-32f3-40ed-ac25-5ab6315f9317,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,4.6706,794,115.5244,1.3225,7.4632,7.71,7.9483,0.1568
PKR-16_Vimcell,e949c93f-60e9-4a1d-94d3-07fe3bcf765d,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.2679,142,126.6406,0.3738,31.0655,23.7812,46.8626,0.1691
PKR-16_Vimcell,55c6abb6-657a-4a94-aee2-1ac7a96cea9d,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.3817,312,92.6567,0.7332,5.4879,5.917,9.4599,0.1152
PKR-16_Vimcell,9dcb6e72-463e-4ffd-b332-5ca1cb82cf83,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,2.3949,467,37.5397,1.7061,105.1609,47.7464,126.4313,0.2114
PKR-16_Vimcell,04045fb7-2459-4ebb-a4e3-5c71577d7019,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.378,175,115.0257,0.3772,18.7656,1.9711,68.5538,0.1975
PKR-16_Vimcell,63d87784-de2a-4e49-88ed-e82221b4e4f3,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.6901,631,56.9149,3.4731,99.1418,26.7701,222.3911,0.2471
PKR-16_Vimcell,6b8271f0-ebf4-46db-ad90-b1150661005c,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.4,153,74.2352,1.4648,14.9481,5.763,161.3815,0.0745
PKR-16_Vimcell,f562626d-dbc5-4a94-9914-8ee94be0aa66,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.275,262,101.2574,0.36,2.4112,0.4958,5.944,0.0902
PKR-16_Vimcell,f4714200-b7e0-43e0-84c5-a69972539b6b,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.7183,488,98.4725,1.8843,36.4446,0.5431,69.3191,0.226
PKR-16_Vimcell,80bb3090-613f-46ca-a06c-8bca7b37ab22,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.0885,209,98.9608,0.1725,3.2196,1.0627,4.9639,0.1519
PKR-16_Vimcell,fcf70a26-e4e2-4cff-b7fa-a9eaf93e767a,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.9466,255,126.4037,1.5196,51.7813,0.5477,99.6841,0.2361
PKR-16_Vimcell,03d6f7df-7c83-463f-b7e6-b62a95b2612b,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,6.9812,1487,121.3305,2.2811,79.0695,9.6168,101.4705,0.2192
PKR-16_Vimcell,4984f700-f63f-4947-a5c8-9324c7dae463,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,8.0543,741,112.5349,2.5318,91.5225,15.9333,97.6574,0.1334
PKR-16_Vimcell,db45472b-c585-4dab-aa11-a646f8056fe9,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.82,91,152.6043,1.3118,17.5247,0.914,91.2774,0.0977
PKR-16_Vimcell,5f8f7939-deff-4687-b6f5-472cec6d0967,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.5211,37,125.1812,0.8376,13.7906,3.4706,46.0447,0.1576
PKR-16_Vimcell,e11ef045-be28-487b-b526-62adf9bffabd,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.189,151,126.3053,2.3416,51.7871,0.7888,61.8284,0.2052
PKR-16_Vimcell,4d663a0e-de51-45ed-b0b4-4213b8bef76c,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.0034,294,99.2321,0.2656,2.8254,1.5034,5.2736,0.1634
PKR-16_Vimcell,38c605a6-e02a-4a0f-ae6a-cc367cc0d2c9,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.913,469,152.832,2.7154,25.9154,3.9863,62.7497,0.1768
PKR-16_Vimcell,8c043d45-422f-43b6-ba0c-894ab1edf485,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.2571,18,149.2406,0.8412,39.5712,0.4681,58.6727,0.1037
PKR-16_Vimcell,ff70c652-f73f-473c-b22c-50711c411506,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.1833,213,141.9832,2.9214,24.0393,0.4781,80.7901,0.2015
PKR-16_Vimcell,1fb7b08d-54df-4fec-a6b0-6b545f7640c1,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.5419,589,128.5591,2.4848,19.1067,8.8354,82.2787,0.234
PKR-16_Vimcell,ecd0b6e1-9779-43f1-84fb-f850d6a051fa,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.232,29,92.974,0.5954,3.8006,2.4754,4.1098,0.1744
PKR-16_Vimcell,3ae6980e-8ab0-4e4a-ab87-4eb346685e14,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.3824,94,104.3311,0.161,7.5488,1.2177,4.8594,0.1435
PKR-16_Vimcell,bb6231df-42b0-4848-97fd-89235b953fd9,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,7.6652,1740,81.4129,1.2947,4.3642,18.9551,8.9297,0.1678
PKR-16_Vimcell,8af02200-9e11-4592-866b-36b5f3220732,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.0303,68,120.1952,0.504,4.8944,0.9183,5.1992,0.1252
PKR-16_Vimcell,d4dcf836-d5cb-4383-a845-4387f1088cee,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.9462,434,121.3959,1.2399,19.8677,0.3342,58.8942,0.1933
PKR-16_Vimcell,fa001ebe-3f87-4387-8f68-b9f95240659d,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,5.102,500,74.7979,0.6122,3.6508,28.6374,11.5171,0.1422
PKR-16_Vimcell,f9b1430a-2627-4109-87cd-7321fda2cc54,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,2.8545,314,36.2969,0.5465,7.0532,59.8877,19.6558,0.1585
PKR-16_Vimcell,63fa04b8-df93-419a-8f8d-c2235be11d48,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.1056,299,142.778,1.111,13.4291,5.1636,51.1407,0.1586
PKR-16_Vimcell,c4334bec-6fce-4189-85a0-340b604dfcae,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.7377,106,91.6981,3.1361,25.7155,21.4607,129.2234,0.0985
PKR-16_Vimcell,5a157014-0334-43ac-b7ed-d3c7a7fd2803,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.1689,321,104.9312,1.5598,27.0151,6.7978,61.3659,0.1986
PKR-16_Vimcell,672553b8-e8df-41ea-94b2-33ff79c01e06,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,0.902,92,58.7767,0.0434,3.538,1.6806,20.3504,0.15
PKR-16_Vimcell,53c34fb8-b62f-4b31-aa9e-86bf8fa6fa06,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,6.9756,572,93.5229,4.4521,169.0707,58.5257,140.7406,0.1097
PKR-16_Vimcell,ee209e08-3fd4-4c0b-b70f-e7adcc338f83,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.9903,616,77.7792,3.5712,64.7806,72.3476,133.5271,0.2906
PKR-16_Vimcell,107d81b8-794e-427f-ac28-e3a8c7fbc0eb,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,10.9333,1312,92.0199,1.4675,31.324,30.4728,93.9097,0.1527
PKR-16_Vimcell,a3ff6d03-6687-4cba-8a97-74a970f29bad,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,4.9107,275,114.3188,2.2778,19.4735,16.0516,76.1111,0.068
PKR-16_Vimcell,f300d372-2495-41ea-aeb2-7918a295a76b,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.9538,127,146.7631,1.8733,9.5758,2.4959,63.0275,0.1688
PKR-16_Vimcell,290a4504-093e-4039-878d-d2793498fabf,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,4.4796,439,105.2583,1.9883,7.3515,2.3864,69.8757,0.1762
PKR-16_Vimcell,a3121931-db37-4b20-9e44-a8db036fe561,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,3.1169,240,102.9914,1.8116,4.5668,0.7894,6.3082,0.1207
PKR-16_Vimcell,1d003baf-e98e-4637-ba40-637d4cb16655,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.2167,73,99.0131,1.1161,4.4045,4.3071,12.8933,0.1048
PKR-16_Vimcell,392dbf03-3065-4fa7-b77e-946fabf2de6b,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,7.6518,857,114.2505,2.5796,4.9788,5.6582,63.7452,0.2263
PKR-16_Vimcell,dda1b9b9-703b-4059-aea7-86c0cb83b255,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,2.3723,446,118.1385,2.4552,9.7594,5.0341,49.151,0.2074
PKR-16_Vimcell,99cf2102-2909-430e-b544-6cc3c48039ad,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.5625,27,115.4442,1.5082,7.4223,3.5722,39.7112,0.0764
PKR-16_Vimcell,27228c4d-83b8-49b6-a6b8-53678ea1bfc7,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,0.9223,95,104.2583,2.0443,6.3007,10.9133,38.2214,0.1836
PKR-16_Vimcell,165abcd8-272e-4453-9960-93791ed20942,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,6.84,1026,121.1361,4.9675,21.0399,2.4615,92.1775,0.2135
PKR-16_Vimcell,27388273-96c6-41a1-ad0c-80c1ee31db07,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.7416,155,102.1954,0.153,5.4036,0.428,6.9833,0.1037
PKR-16_Vimcell,d43afcc6-5d5c-44d7-a251-86528e8d2280,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.7068,425,133.7507,2.3407,18.5522,22.844,90.9298,0.2275
PKR-16_Vimcell,c80609c0-88c1-49d4-926a-ab6df3ace7db,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,CD74_neg: Vim_neg: PDGFR_neg: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,5.6042,269,102.492,0.328,6.722,0.708,9.924,0.0912
PKR-16_Vimcell,56217826-2e02-420a-98f3-31bc8666eba8,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,CD74_neg: Vim_pos: PDGFR_pos: NGFR_neg: ASMA_pos,Middle_stroma_roisa,Polygon,1.3766,212,104.3695,2.9755,36.4081,38.1961,141.972,0.2668
PKR-16_Vimcell,ae22e7d6-ab39-4399-9349-a09e07526b52,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,CD74_neg: Vim_pos: PDGFR_neg: NGFR_neg: ASMA_neg,Middle_stroma_roisa,Polygon,1.369,115,34.7404,0.4386,7.0965,5.8667,106.3596,0.1384
